"","id","Staande.lengte","Zittende.lengte","Lengte.bovenlichaam","Gewicht","Maturity.Offset","Balance.Beam.6cm","Balance.Beam.4.5cm","Balance.Beam.3cm","Balance.beam.totaal","Zijwaarts.springen.1","Zijwaarts.springen.2","Zijwaarts.springen.totaal","Zijwaarts.verplaatsen.1","Zijwaarts.verplaatsen.2","Zijwaarts.verplaatsen.totaal","Oog.hand.coordinatie.1","Oog.hand.coordinatie.2","Oog.hand.coordinatie.Totaal","X10.meter.sprint.1","X10.meter.sprint.2","X10.meter.sprint.beste","X20.meter.sprint.1","X20.meter.sprint.2","X20.meter.sprint.beste","X30.meter.sprint.1","X30.meter.sprint.2","X30.meter.sprint.beste","CoD.links.1","CoD.links.2","CoD.links.beste","CoD.rechts.1","CoD.rechts.2","CoD.rechts.beste","Vertesprong.1","Vertesprong.2","Vertesprong.beste","team_id","reeks_id","team_naam","geboortedatum"
"1",1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2000-07"
"2",1877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2000-10"
"3",1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2000-10"
"4",1736,192,139.5,99.6,79.9,NA,22,16,9,47,64,68,132,20,28,48,26,32,58,1.76,1.81,1.76,3.03,3.08,3.03,4.16,4.21,4.16,8.66,8.86,8.66,8.53,8.8,8.53,1.97,1.96,1.97,9,1,"Onder 21","2001-01"
"5",1876,182.2,138.9,96.8,71.5,NA,24,16,16,56,40,50,90,30,42,72,44,45,89,1.74,1.72,1.72,2.95,2.91,2.91,4.1,4.06,4.06,7.53,7.57,7.53,7.94,7.61,7.61,2.46,2.4,2.46,9,1,"Onder 21","2001-01"
"6",353,188.2,144.9,99.9,83,NA,24,24,19,67,52,54,106,38,39,77,46,50,96,1.79,1.82,1.79,3.04,3.06,3.04,4.17,4.19,4.17,8.19,8.19,8.19,8.35,8.11,8.11,2.4,2.49,2.49,9,1,"Onder 21","2001-02"
"7",1735,187.9,137,97.1,82.1,NA,24,24,23,71,64,60,124,24,30,54,32,32,64,2.09,1.98,1.98,3.35,3.24,3.24,4.55,4.41,4.41,9.94,9.27,9.27,9.08,8.92,8.92,1.84,1.94,1.94,9,1,"Onder 21","2001-02"
"8",1874,174.4,137.6,95.5,69.4,NA,24,24,24,72,50,54,104,23,30,53,37,40,77,1.97,1.77,1.77,3.34,2.96,2.96,4.78,4.13,4.13,NA,NA,NA,NA,NA,NA,2.22,2.41,2.41,9,1,"Onder 21","2001-03"
"9",1875,186.1,140.4,98.3,93.1,NA,24,22,24,70,50,54,104,28,36,64,41,15,56,1.97,2,1.97,3.24,3.23,3.23,4.47,4.5,4.47,8.03,8.03,8.03,8.35,8.2,8.2,2.49,2.49,2.49,9,1,"Onder 21","2001-03"
"10",1997,184,135.7,94.3,70.6,NA,19,18,9,46,48,54,102,26,30,56,20,30,50,1.75,1.96,1.75,3,3.18,3,4.14,4.31,4.14,7.86,8.25,7.86,7.84,7.95,7.84,2.36,2.35,2.36,9,1,"Onder 21","2001-03"
"11",1998,174,129.7,88.3,82.7,NA,24,24,18,66,61,62,123,NA,33,33,50,48,98,1.76,1.78,1.76,2.92,2.95,2.92,3.96,4,3.96,7.71,7.64,7.64,7.71,7.65,7.65,2.53,2.28,2.53,9,1,"Onder 21","2001-03"
"12",1873,184.8,137.7,95.6,70.1,NA,24,24,24,72,58,61,119,38,40,78,42,48,90,1.78,1.86,1.78,3.02,3.06,3.02,4.18,4.22,4.18,7.94,7.84,7.84,7.65,7.56,7.56,2.51,2.62,2.62,9,1,"Onder 21","2001-04"
"13",1996,172.3,128.5,87.1,67.9,NA,24,24,24,72,59,64,123,21,26,47,21,30,51,1.8,1.79,1.79,3.03,3.02,3.02,4.19,4.17,4.17,8.17,8.02,8.02,7.92,7.8,7.8,2.57,2.59,2.59,9,1,"Onder 21","2001-04"
"14",352,181.2,139.7,94.7,70.7,NA,18,21,8,47,58,62,120,35,35,70,40,42,82,1.73,1.74,1.73,2.92,2.97,2.92,4.08,4.09,4.08,7.76,7.69,7.69,8.26,8.05,8.05,2.65,2.65,2.65,9,1,"Onder 21","2001-05"
"15",1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2001-05"
"16",1733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2001-05"
"17",1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2001-05"
"18",1995,180.5,132.9,91.5,73.4,NA,24,18,18,60,52,55,107,20,24,44,33,33,66,1.77,1.75,1.75,2.98,2.96,2.96,4.09,4.07,4.07,7.71,7.88,7.71,8.02,7.62,7.62,2.34,2.46,2.46,9,1,"Onder 21","2001-05"
"19",1872,191,142.5,100.4,70.9,NA,19,19,15,53,50,61,111,34,44,78,31,34,65,1.71,1.75,1.71,2.96,2.93,2.93,4.11,4.06,4.06,7.45,7.51,7.45,7.51,7.63,7.51,2.52,2.61,2.61,9,1,"Onder 21","2001-06"
"20",1994,182,128.8,87.4,76.1,NA,23,21,15,59,59,64,123,32,36,68,58,62,120,1.75,1.79,1.75,2.93,2.97,2.93,4.03,4.07,4.03,7.92,7.99,7.92,7.89,7.98,7.89,2.73,2.7,2.73,9,1,"Onder 21","2001-06"
"21",1731,177,134,94.1,67.1,NA,24,24,21,69,72,70,142,32,35,67,36,40,76,1.85,1.9,1.85,3.08,3.14,3.08,4.24,4.26,4.24,8.94,8.82,8.82,8.69,8.88,8.69,2.1,2.1,2.1,9,1,"Onder 21","2001-07"
"22",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2001-08"
"23",1991,186.8,136.6,95.2,88.3,NA,24,22,10,56,53,56,109,29,36,65,40,48,88,1.96,2,1.96,3.18,3.23,3.18,4.38,4.41,4.38,8.21,8.11,8.11,8.2,8.27,8.2,2.4,2.38,2.4,9,1,"Onder 21","2001-10"
"24",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2001-10"
"25",1871,172.6,135.7,93.6,63.9,NA,24,24,22,70,45,50,95,26,28,54,32,31,63,1.68,1.65,1.65,2.93,2.89,2.89,4.06,4.06,4.06,7.5,7.59,7.5,7.65,7.57,7.57,1.69,2.13,2.13,9,1,"Onder 21","2001-11"
"26",350,NA,NA,NA,NA,NA,24,24,14,62,58,60,118,38,40,78,44,49,93,1.81,1.84,1.81,3.03,3.03,3.03,4.12,4.12,4.12,7.56,7.71,7.56,7.73,7.55,7.55,2.2,2.46,2.46,9,1,"Onder 21","2002-01"
"27",351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2002-01"
"28",1729,194.5,137,97.1,83.6,NA,24,23,17,64,62,68,130,31,37,68,34,30,64,1.8,1.84,1.8,3.04,3.08,3.04,4.23,4.26,4.23,9.51,9.42,9.42,9.24,9.52,9.24,2.03,2.02,2.03,9,1,"Onder 21","2002-01"
"29",1730,174.4,130.5,90.6,71.4,NA,24,24,21,69,74,84,158,25,31,56,34,48,82,2.05,1.74,1.74,3.32,2.98,2.98,4.46,4.12,4.12,10.45,9.17,9.17,8.56,8.62,8.56,2.29,2.38,2.38,9,1,"Onder 21","2002-01"
"30",1870,183.9,137.1,95,71.4,NA,24,24,21,69,59,60,119,NA,NA,NA,30,33,63,1.89,2.11,1.89,3.22,3.4,3.22,4.53,4.68,4.53,8.14,7.44,7.44,7.68,7.64,7.64,2.4,2.51,2.51,9,1,"Onder 21","2002-01"
"31",1990,178.3,133.4,92,73.9,NA,24,22,22,68,58,56,114,35,37,72,48,41,89,1.83,1.85,1.83,3.07,3.11,3.07,4.22,4.25,4.22,7.49,7.38,7.38,7.69,8.52,7.69,2.33,2.32,2.33,9,1,"Onder 21","2002-01"
"32",349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2002-02"
"33",1727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2002-02"
"34",2316,166,130,87.4,61.5,NA,24,24,17,65,61,65,126,40,45,85,40,45,85,1.83,1.72,1.72,3.14,3.01,3.01,4.31,4.2,4.2,7.56,7.85,7.56,7.95,7.64,7.64,2.2,2.26,2.26,9,1,"Onder 21","2002-02"
"35",2317,178.5,135,92.4,69.2,NA,24,21,15,60,60,61,121,40,16,56,49,54,103,1.87,2.07,1.87,3.27,3.44,3.27,4.47,4.69,4.47,8.11,8.07,8.07,8.02,8.04,8.02,2.18,2.29,2.29,9,1,"Onder 21","2002-02"
"36",347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2002-03"
"37",348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2002-03"
"38",1868,189.9,141.7,99.6,82.1,NA,24,23,14,61,60,60,120,36,30,66,32,43,75,1.85,1.91,1.85,3.12,3.18,3.12,4.31,4.4,4.31,7.83,7.53,7.53,8.15,7.87,7.87,2.41,2.38,2.41,9,1,"Onder 21","2002-03"
"39",1869,165.1,130.9,88.8,60.1,NA,24,24,13,61,60,65,125,30,40,70,35,27,62,1.84,1.86,1.84,3.05,3.08,3.05,4.22,4.24,4.22,7.89,7.79,7.79,7.9,7.9,7.9,2.28,2.43,2.43,9,1,"Onder 21","2002-03"
"40",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2002-03"
"41",2315,190.2,142,99.4,80.8,NA,22,24,14,60,56,58,114,27,42,69,45,48,93,1.73,1.77,1.73,3,3.04,3,4.14,4.2,4.14,7.74,7.69,7.69,7.76,7.74,7.74,2.25,2.4,2.4,9,1,"Onder 21","2002-03"
"42",346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2002-04"
"43",1726,179.5,131.5,91.6,69.1,NA,24,15,10,49,68,64,132,28,34,62,30,26,56,1.77,1.76,1.76,3,2.97,2.97,4.11,4.06,4.06,8.75,8.96,8.75,8.76,8.62,8.62,2.03,2.2,2.2,9,1,"Onder 21","2002-04"
"44",1986,175.5,132.4,91,71.4,NA,24,24,12,60,50,51,101,30,36,66,30,41,71,1.81,1.77,1.77,3.02,2.99,2.99,4.18,4.12,4.12,7.76,7.61,7.61,7.73,7.96,7.73,2.43,2.35,2.43,9,1,"Onder 21","2002-04"
"45",1987,177,131,89.6,68,NA,18,14,12,44,60,58,118,26,26,52,42,50,92,1.94,1.95,1.94,3.3,3.29,3.29,4.54,4.57,4.54,8.36,8.42,8.36,8.27,8.15,8.15,2.3,2.27,2.3,9,1,"Onder 21","2002-04"
"46",1988,181.5,133,91.6,77.2,NA,24,24,13,61,45,46,91,24,32,56,32,34,66,1.93,1.97,1.93,3.16,3.19,3.16,4.3,4.34,4.3,8.01,7.9,7.9,8.15,7.92,7.92,2.27,2.25,2.27,9,1,"Onder 21","2002-04"
"47",2314,183,142.8,100.2,81,NA,24,24,18,66,58,56,114,38,45,83,38,34,72,1.83,1.83,1.83,3.13,3.15,3.13,4.33,4.34,4.33,7.9,8.22,7.9,8.03,8.22,8.03,2.07,2.32,2.32,9,1,"Onder 21","2002-04"
"48",344,179.1,140.2,95.2,69.4,NA,24,23,20,67,54,54,108,36,47,83,44,50,94,1.82,1.89,1.82,3.25,3.22,3.22,4.53,4.45,4.45,8.07,7.65,7.65,8.18,8.18,8.18,2.31,2.26,2.31,9,1,"Onder 21","2002-05"
"49",345,179.9,140.1,95.1,74.1,NA,24,18,13,55,54,56,110,NA,NA,NA,40,44,84,1.73,1.7,1.7,2.9,2.87,2.87,4.1,4.06,4.06,7.28,7.38,7.28,7.31,7.49,7.31,2.57,2.63,2.63,9,1,"Onder 21","2002-05"
"50",1866,173.5,135.1,93,65.4,NA,24,21,15,60,55,59,114,26,32,58,33,39,72,1.95,1.89,1.89,3.19,3.09,3.09,4.41,4.25,4.25,8.11,8.19,8.11,7.84,8.16,7.84,2.13,2.29,2.29,9,1,"Onder 21","2002-05"
"51",1867,185.3,137,94.9,80.4,NA,24,19,20,63,64,66,130,36,40,76,44,43,87,2.03,1.83,1.83,3.31,3.08,3.08,4.55,4.31,4.31,8.04,7.97,7.97,8.12,7.93,7.93,2.35,2.44,2.44,9,1,"Onder 21","2002-05"
"52",2311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2002-05"
"53",2312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2002-05"
"54",2313,190,144,101.4,84.3,NA,22,10,5,37,52,55,107,28,33,61,33,34,67,1.89,1.9,1.89,3.32,3.3,3.3,4.59,4.56,4.56,8.51,8.12,8.12,8.14,8.41,8.14,1.73,1.83,1.83,9,1,"Onder 21","2002-05"
"55",1864,180.3,138.6,96.5,82.8,NA,24,22,16,62,57,60,117,33,46,79,28,38,66,1.78,1.72,1.72,2.94,2.9,2.9,4.18,4.05,4.05,7.75,7.89,7.75,7.9,7.79,7.79,2.26,2.41,2.41,9,1,"Onder 21","2002-06"
"56",1865,179.1,135.6,93.5,74.7,NA,24,24,9,57,47,45,92,22,20,42,32,34,66,1.89,1.92,1.89,3.23,3.28,3.23,4.63,4.66,4.63,NA,NA,NA,8.79,NA,8.79,2.1,2.25,2.25,9,1,"Onder 21","2002-06"
"57",1984,180.3,132,90.6,74.7,NA,16,19,20,55,60,58,118,28,30,58,40,45,85,1.82,1.82,1.82,2.95,2.94,2.94,4.03,3.99,3.99,8.14,8.06,8.06,7.96,7.91,7.91,2.77,2.7,2.77,9,1,"Onder 21","2002-06"
"58",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2002-06"
"59",1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2002-07"
"60",1983,168.8,124.3,82.9,61,NA,24,19,11,54,55,56,111,16,34,50,42,46,88,1.95,1.91,1.91,3.26,3.23,3.23,4.46,4.42,4.42,9.38,9.47,9.38,8.52,8.19,8.19,2.28,2.29,2.29,9,1,"Onder 21","2002-07"
"61",343,189.4,141.4,96.4,77.7,NA,18,19,13,50,56,58,114,26,40,66,38,40,78,1.9,1.92,1.9,3.16,3.17,3.16,4.33,4.32,4.32,7.8,7.73,7.73,7.7,7.65,7.65,2.46,2.5,2.5,9,1,"Onder 21","2002-08"
"62",1982,181.6,132.7,91.3,78.9,NA,21,17,15,53,52,45,97,32,34,66,32,42,74,1.96,1.88,1.88,3.28,3.14,3.14,4.48,4.34,4.34,7.96,7.81,7.81,8,7.84,7.84,2.51,2.43,2.51,9,1,"Onder 21","2002-08"
"63",1863,179.6,135.7,93.6,74.1,NA,24,23,14,61,48,47,95,31,30,61,38,37,75,1.8,1.95,1.8,2.98,3.14,2.98,4.16,4.28,4.16,8.31,8.33,8.31,7.99,7.92,7.92,2.71,2.69,2.71,9,1,"Onder 21","2002-10"
"64",1724,172.6,131,91.1,59.7,NA,24,22,7,53,60,64,124,30,36,66,28,30,58,1.85,1.99,1.85,3.15,3.34,3.15,4.36,4.59,4.36,10.19,9.38,9.38,9.55,9,9,1.92,1.78,1.92,9,1,"Onder 21","2002-11"
"65",1862,172.3,132,89.9,63,NA,24,24,24,72,54,51,105,24,26,50,38,36,74,1.8,1.97,1.8,3.02,3.17,3.02,4.19,4.31,4.19,7.85,7.63,7.63,7.78,7.71,7.71,2.33,2.36,2.36,9,1,"Onder 21","2002-11"
"66",1861,188.1,141.5,99.4,85.6,NA,24,20,16,60,51,50,101,NA,NA,NA,35,37,72,1.89,1.89,1.89,3.11,3.16,3.11,4.33,4.34,4.33,8.19,8.16,8.16,8.63,8.54,8.54,2.37,2.42,2.42,9,1,"Onder 21","2002-12"
"67",1858,179.1,134.9,92.8,66,NA,24,21,18,63,62,63,125,35,34,69,41,36,77,1.84,1.71,1.71,3.02,2.92,2.92,4.14,4.04,4.04,7.93,7.8,7.8,7.58,7.62,7.58,2.54,2.66,2.66,9,1,"Onder 21","2003-01"
"68",1859,184.8,136.8,94.7,83.1,NA,24,19,24,67,57,58,115,42,22,64,32,36,68,1.92,1.93,1.92,3.13,3.15,3.13,4.3,4.33,4.3,8.03,8.44,8.03,8.1,8.04,8.04,2.25,2.37,2.37,9,1,"Onder 21","2003-01"
"69",1860,180.9,137.3,95.2,68.5,NA,24,20,22,66,62,59,121,34,40,74,39,36,75,1.8,1.76,1.76,2.96,2.88,2.88,4.08,4.03,4.03,7.85,7.7,7.7,8.18,7.79,7.79,2.63,2.66,2.66,9,1,"Onder 21","2003-01"
"70",1980,185.1,139,97.6,82.5,NA,20,12,12,44,55,56,111,21,24,45,32,30,62,1.92,1.68,1.68,3.23,2.96,2.96,4.44,4.15,4.15,7.93,7.81,7.81,8.07,8.08,8.07,2.03,1.9,2.03,9,1,"Onder 21","2003-01"
"71",1981,172.8,129.3,87.9,65.2,NA,24,23,10,57,48,48,96,26,32,58,26,30,56,1.87,1.93,1.87,3.2,3.23,3.2,4.39,4.44,4.39,7.92,7.53,7.53,8,7.76,7.76,2.11,2.08,2.11,9,1,"Onder 21","2003-01"
"72",2310,178,136.5,93.9,67.4,NA,24,24,8,56,56,62,118,23,32,55,43,51,94,2.02,2.03,2.02,3.46,3.46,3.46,4.72,4.72,4.72,8.17,8.16,8.16,8.3,8.09,8.09,1.95,2.1,2.1,9,1,"Onder 21","2003-01"
"73",342,184.2,141.5,96.5,71.9,NA,22,10,7,39,50,54,104,30,34,64,46,36,82,1.85,1.86,1.85,3.17,3.16,3.16,4.36,4.33,4.33,7.81,7.88,7.81,7.96,7.94,7.94,2.29,2.29,2.29,9,1,"Onder 21","2003-02"
"74",1722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2003-02"
"75",1723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2003-02"
"76",1856,179.5,138.9,96.8,69.1,NA,24,22,22,68,55,57,112,28,34,62,31,28,59,1.75,1.9,1.75,2.92,3.06,2.92,4.06,4.18,4.06,7.89,7.86,7.86,7.95,7.95,7.95,2.52,2.62,2.62,9,1,"Onder 21","2003-02"
"77",1857,172.8,132,89.9,61.5,NA,23,24,17,64,48,52,100,36,43,79,39,41,80,1.8,1.76,1.76,2.98,2.92,2.92,4.08,4,4,8.02,7.77,7.77,7.77,7.92,7.77,2.36,2.47,2.47,9,1,"Onder 21","2003-02"
"78",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2003-02"
"79",2309,189,143.5,100.9,81.2,NA,24,24,12,60,56,58,114,26,41,67,31,40,71,1.95,1.79,1.79,3.29,3.13,3.13,4.49,4.32,4.32,8.31,7.83,7.83,7.67,7.8,7.67,2.16,2.24,2.24,9,1,"Onder 21","2003-02"
"80",338,182.8,138.5,93.5,78.9,NA,21,16,5,42,54,56,110,30,37,67,38,38,76,1.75,1.72,1.72,3.04,3.03,3.03,4.23,4.25,4.23,7.99,8,7.99,7.95,7.9,7.9,2.41,2.44,2.44,9,1,"Onder 21","2003-03"
"81",339,174.2,137.8,92.8,71.5,NA,24,24,16,64,60,61,121,NA,NA,NA,58,56,114,1.84,1.82,1.82,3.13,3.02,3.02,4.24,4.08,4.08,8.07,7.62,7.62,7.78,7.69,7.69,2.52,2.56,2.56,9,1,"Onder 21","2003-03"
"82",340,182.3,141.3,96.3,75.7,NA,24,12,15,51,58,52,110,33,37,70,40,43,83,1.87,1.99,1.87,3.26,3.34,3.26,4.44,4.57,4.44,7.94,7.78,7.78,7.93,7.97,7.93,2.06,2.19,2.19,9,1,"Onder 21","2003-03"
"83",341,NA,NA,NA,NA,NA,24,20,11,55,53,62,115,35,37,72,38,39,77,1.85,1.81,1.81,3.06,3,3,4.31,4.2,4.2,8.05,8.08,8.05,7.99,7.98,7.98,2.18,2.35,2.35,9,1,"Onder 21","2003-03"
"84",1720,185,136.4,96.5,76.7,NA,23,24,14,61,62,60,122,29,37,66,26,30,56,1.9,2.03,1.9,3.14,3.26,3.14,4.19,4.32,4.19,9.05,9.06,9.05,9.5,9.42,9.42,2.13,2.25,2.25,9,1,"Onder 21","2003-03"
"85",1721,184.6,136,96.1,70.8,NA,24,24,16,64,90,82,172,33,34,67,28,32,60,1.85,1.92,1.85,3.16,3.27,3.16,4.33,4.45,4.33,9.59,9.41,9.41,9.33,9.75,9.33,1.74,1.92,1.92,9,1,"Onder 21","2003-03"
"86",1854,198.1,147.4,105.3,85.7,NA,24,20,17,61,55,56,111,28,44,72,39,52,91,1.8,1.86,1.8,2.98,3.05,2.98,4.15,4.18,4.15,7.94,7.86,7.86,8.01,7.97,7.97,2.34,2.38,2.38,9,1,"Onder 21","2003-03"
"87",1855,183.1,141.4,99.3,69.8,NA,24,24,24,72,62,65,127,24,28,52,36,38,74,1.87,1.89,1.87,3.12,3.17,3.12,4.35,4.38,4.35,7.99,7.85,7.85,8,7.91,7.91,2.29,2.42,2.42,9,1,"Onder 21","2003-03"
"88",1976,173,128.8,87.4,69.3,NA,16,13,11,40,66,68,134,28,32,60,36,31,67,1.95,1.93,1.93,3.22,3.18,3.18,4.38,4.14,4.14,7.9,7.81,7.81,8.28,8.04,8.04,2.4,2.39,2.4,9,1,"Onder 21","2003-03"
"89",1977,186.2,136.6,95.2,73.3,NA,20,21,13,54,58,58,116,16,20,36,30,31,61,1.67,1.52,1.52,2.93,2.76,2.76,4.14,3.93,3.93,7.65,7.4,7.4,7.83,7.99,7.83,2.29,2.34,2.34,9,1,"Onder 21","2003-03"
"90",1978,185.2,137.7,96.3,84.4,NA,24,19,17,60,56,58,114,23,32,55,28,36,64,1.93,2,1.93,3.19,3.27,3.19,4.36,4.46,4.36,8.35,8.32,8.32,8.16,8.1,8.1,2.15,2.23,2.23,9,1,"Onder 21","2003-03"
"91",337,177,134.9,89.9,71,NA,24,24,6,54,51,52,103,42,44,86,50,53,103,1.87,1.88,1.87,3.13,3.17,3.13,4.37,4.4,4.37,8.14,8.1,8.1,8.06,8,8,2.21,2.32,2.32,9,1,"Onder 21","2003-04"
"92",1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2003-04"
"93",1853,185.8,140.1,98,82.6,NA,24,24,24,72,52,54,106,42,52,94,30,38,68,1.86,1.76,1.76,3.14,2.97,2.97,4.33,4.15,4.15,8.09,7.62,7.62,8.09,7.85,7.85,2.54,2.54,2.54,9,1,"Onder 21","2003-04"
"94",1975,184.7,133.7,92.3,75.4,NA,24,23,17,64,46,52,98,30,34,64,35,39,74,1.83,1.87,1.83,3.04,3.05,3.04,4.15,4.18,4.15,7.53,7.55,7.53,7.67,7.39,7.39,2.52,2.52,2.52,9,1,"Onder 21","2003-04"
"95",336,192.8,141,96,82.7,NA,24,24,21,69,58,60,118,36,34,70,36,38,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,2.64,2.64,9,1,"Onder 21","2003-05"
"96",1718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2003-05"
"97",1851,175.4,133.5,91.4,72.6,NA,24,24,24,72,60,54,114,32,38,70,36,35,71,1.87,1.87,1.87,3.03,3.04,3.03,4.24,4.14,4.14,8.19,8.25,8.19,7.97,8.68,7.97,2.41,2.5,2.5,9,1,"Onder 21","2003-05"
"98",1852,180.2,136.1,94,75.4,NA,24,24,18,66,55,55,110,40,40,80,38,39,77,1.75,1.71,1.71,2.91,2.9,2.9,4.09,4.04,4.04,7.87,8.3,7.87,9.06,8.58,8.58,2.42,2.3,2.42,9,1,"Onder 21","2003-05"
"99",2308,172,134,91.4,69.8,NA,24,21,19,64,63,62,125,30,28,58,52,53,105,1.92,1.94,1.92,3.22,3.24,3.22,4.39,4.4,4.39,8.1,7.71,7.71,7.92,7.8,7.8,2.49,2.49,2.49,9,1,"Onder 21","2003-05"
