"","id","Staande.lengte","Zittende.lengte","Lengte.bovenlichaam","Gewicht","Maturity.Offset","Balance.Beam.6cm","Balance.Beam.4.5cm","Balance.Beam.3cm","Balance.beam.totaal","Zijwaarts.springen.1","Zijwaarts.springen.2","Zijwaarts.springen.totaal","Zijwaarts.verplaatsen.1","Zijwaarts.verplaatsen.2","Zijwaarts.verplaatsen.totaal","Oog.hand.coordinatie.1","Oog.hand.coordinatie.2","Oog.hand.coordinatie.Totaal","X10.meter.sprint.1","X10.meter.sprint.2","X10.meter.sprint.beste","X20.meter.sprint.1","X20.meter.sprint.2","X20.meter.sprint.beste","X30.meter.sprint.1","X30.meter.sprint.2","X30.meter.sprint.beste","CoD.links.1","CoD.links.2","CoD.links.beste","CoD.rechts.1","CoD.rechts.2","CoD.rechts.beste","Vertesprong.1","Vertesprong.2","Vertesprong.beste","team_id","reeks_id","team_naam","geboortedatum"
"298",1805,162.5,128.9,86.8,55.9,NA,24,24,9,57,48,50,98,20,22,42,NA,NA,NA,1.84,1.8,1.8,3.08,3.04,3.04,4.28,4.21,4.21,8.05,7.8,7.8,8.14,7.95,7.95,NA,2.17,2.17,4,1,"Onder 16","2006-02"
"299",1806,184.5,135.2,93.1,70.4,NA,6,9,6,21,50,51,101,18,18,36,31,27,58,1.94,1.78,1.78,3.26,3.1,3.1,4.46,4.29,4.29,8.07,8.18,8.07,8.07,8.1,8.07,1.94,1.93,1.94,4,1,"Onder 16","2006-02"
"300",1946,183.5,133.5,92.1,75.8,NA,24,20,16,60,58,58,116,26,28,54,32,34,66,1.7,1.81,1.7,2.94,3.11,2.94,4.16,4.28,4.16,8.29,8.21,8.21,8.41,8.48,8.41,1.88,2.05,2.05,4,1,"Onder 16","2006-02"
"301",1947,172,125.5,84.1,58.8,NA,24,24,24,72,64,64,128,20,26,46,26,32,58,1.89,1.84,1.84,3.21,3.15,3.15,4.44,4.4,4.4,8.33,8.24,8.24,8.03,8.11,8.03,2.05,2.15,2.15,4,1,"Onder 16","2006-02"
"302",2268,180,137.5,94.9,63.3,NA,24,24,18,66,58,56,114,41,39,80,39,35,74,1.9,1.7,1.7,3.26,3.04,3.04,4.53,4.29,4.29,8.22,8,8,8.18,8.08,8.08,1.83,1.96,1.96,4,1,"Onder 16","2006-02"
"303",2269,174.5,130.5,87.9,61.4,NA,24,17,18,59,66,68,134,35,36,71,55,59,114,1.84,1.83,1.83,3.12,3.11,3.11,4.88,4.35,4.35,7.82,7.78,7.78,7.82,8.21,7.82,2.11,2.09,2.11,4,1,"Onder 16","2006-02"
"304",2270,186.5,134.5,91.9,61.5,NA,24,24,16,64,60,58,118,35,38,73,43,40,83,1.74,1.72,1.72,3.09,3.05,3.05,4.36,4.31,4.31,8.17,7.97,7.97,7.5,7.81,7.5,2.16,2.2,2.2,4,1,"Onder 16","2006-02"
"305",2271,181,136,93.4,66.6,NA,22,9,12,43,62,60,122,NA,NA,NA,35,41,76,1.85,1.88,1.85,3.12,3.17,3.12,4.38,4.41,4.38,NA,NA,NA,8.95,10.86,8.95,NA,NA,NA,4,1,"Onder 16","2006-02"
"306",289,175,136.4,91.4,56.1,NA,24,24,12,60,54,48,102,33,32,65,29,33,62,2.05,2.02,2.02,3.42,3.35,3.35,4.78,4.65,4.65,8.88,8.9,8.88,8.85,8.66,8.66,1.87,1.88,1.88,4,1,"Onder 16","2006-03"
"307",1671,179.6,132.8,92.9,63.9,NA,14,22,12,48,60,62,122,22,30,52,38,38,76,1.93,1.97,1.93,3.28,3.36,3.28,4.51,4.59,4.51,9.29,9.19,9.19,9.02,8.92,8.92,1.87,1.91,1.91,4,1,"Onder 16","2006-03"
"308",1672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"Onder 16","2006-03"
"309",1800,175,132,89.9,69.3,NA,24,24,24,72,58,58,116,28,34,62,NA,NA,NA,1.97,1.92,1.92,3.28,3.24,3.24,4.54,4.48,4.48,7.96,7.75,7.75,8.13,7.99,7.99,2.08,2.1,2.1,4,1,"Onder 16","2006-03"
"310",1801,175,135.2,93.1,65.3,NA,NA,NA,NA,NA,56,58,114,18,26,44,27,33,60,2,1.93,1.93,3.31,3.21,3.21,4.54,4.41,4.41,7.99,7.75,7.75,7.97,8.48,7.97,1.84,2.06,2.06,4,1,"Onder 16","2006-03"
"311",1945,179,131.5,90.1,66.3,NA,24,18,9,51,58,64,122,20,26,46,35,36,71,2.02,1.9,1.9,3.47,3.35,3.35,4.85,4.71,4.71,8.84,9.04,8.84,9.25,9.22,9.22,2.03,2.08,2.08,4,1,"Onder 16","2006-03"
"312",2267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"Onder 16","2006-03"
"313",288,167.7,131.6,86.6,48.5,NA,24,24,15,63,62,59,121,36,39,75,34,43,77,1.94,1.99,1.94,3.4,3.37,3.37,4.81,4.78,4.78,8.16,7.89,7.89,8.5,8.28,8.28,2.03,2.05,2.05,4,1,"Onder 16","2006-04"
"314",1669,177.5,129.1,89.2,56.4,NA,24,24,17,65,56,56,112,33,26,59,30,36,66,2.06,2.11,2.06,3.45,3.51,3.45,4.83,4.89,4.83,8.44,8.72,8.44,8.52,8.44,8.44,1.96,2.06,2.06,4,1,"Onder 16","2006-04"
"315",1670,171.4,128.7,88.8,65,NA,24,16,19,59,52,54,106,24,26,50,34,40,74,1.79,1.9,1.79,3.01,3.11,3.01,4.18,4.27,4.18,8.84,8.76,8.76,8.62,8.82,8.62,2.03,2.13,2.13,4,1,"Onder 16","2006-04"
"316",1697,180.1,130.4,90.5,79.4,NA,24,22,15,61,64,60,124,29,32,61,32,30,62,1.82,1.99,1.82,3.16,3.29,3.16,4.41,4.52,4.41,NA,9.39,9.39,8.99,8.84,8.84,2.25,2.38,2.38,6,1,"Onder 18","2006-04"
"317",1943,175,130.5,89.1,61.5,NA,24,24,14,62,66,NA,66,22,28,50,38,32,70,1.65,1.82,1.65,2.9,3.06,2.9,4.05,4.22,4.05,7.94,7.67,7.67,8.04,7.7,7.7,2.4,2.41,2.41,4,1,"Onder 16","2006-04"
"318",1944,158.5,121.5,80.1,43.6,NA,24,24,22,70,62,64,126,28,32,60,24,27,51,1.93,1.85,1.85,3.35,3.25,3.25,4.7,4.57,4.57,8.48,8.31,8.31,8.38,8.52,8.38,1.88,1.97,1.97,4,1,"Onder 16","2006-04"
"319",2265,184.5,139,96.4,74.9,NA,24,23,19,66,56,56,112,31,34,65,49,50,99,2.02,2.06,2.02,3.29,3.34,3.29,4.51,4.57,4.51,8.64,8.38,8.38,8.41,8.52,8.41,2.3,2.32,2.32,4,1,"Onder 16","2006-04"
"320",2266,174,136,93.4,58.8,NA,22,24,22,68,58,56,114,31,33,64,33,38,71,1.8,1.81,1.8,3.1,3.11,3.1,4.34,4.34,4.34,8.34,NA,8.34,8.18,NA,8.18,1.99,2.09,2.09,4,1,"Onder 16","2006-04"
"321",284,180.2,138.6,93.6,61.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"Onder 16","2006-05"
"322",285,182.1,139.5,94.5,71.3,NA,24,24,24,72,52,56,108,31,34,65,44,53,97,2,1.96,1.96,3.37,3.31,3.31,4.75,4.62,4.62,9.06,8.84,8.84,8.84,8.59,8.59,2.01,2.06,2.06,4,1,"Onder 16","2006-05"
"323",286,176.1,141.8,96.8,77.2,NA,24,24,19,67,59,60,119,35,33,68,31,34,65,1.95,1.96,1.95,3.28,3.3,3.28,4.55,4.58,4.55,8.75,9.08,8.75,8.85,8.79,8.79,1.95,2.07,2.07,4,1,"Onder 16","2006-05"
"324",287,NA,NA,NA,NA,NA,24,24,22,70,58,48,106,30,33,63,31,30,61,1.92,1.94,1.92,3.25,3.3,3.25,4.52,4.6,4.52,8.36,8.4,8.36,8.27,8.35,8.27,1.88,1.9,1.9,4,1,"Onder 16","2006-05"
"325",1666,160.1,121.4,81.5,52,NA,24,20,19,63,52,56,108,33,35,68,34,32,66,2.07,2.13,2.07,3.46,3.55,3.46,4.82,4.93,4.82,8.69,9.02,8.69,8.99,8.96,8.96,1.72,1.67,1.72,4,1,"Onder 16","2006-05"
"326",1667,176.6,134,94.1,66.3,NA,19,24,20,63,58,54,112,29,34,63,28,28,56,1.75,1.87,1.75,3,3.12,3,4.17,4.29,4.17,7.93,7.97,7.93,8.19,7.93,7.93,2.22,2.23,2.23,4,1,"Onder 16","2006-05"
"327",1797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"Onder 16","2006-05"
"328",1798,172.1,133.3,91.2,58,NA,24,18,11,53,58,60,118,24,36,60,40,41,81,1.78,1.89,1.78,3.03,3.16,3.03,4.2,4.35,4.2,8.02,7.88,7.88,8.53,7.98,7.98,1.89,1.93,1.93,4,1,"Onder 16","2006-05"
"329",1799,170,132.5,90.4,52.8,NA,24,24,6,54,61,61,122,28,34,62,31,36,67,1.85,1.91,1.85,3.17,3.21,3.17,4.44,4.42,4.42,7.92,7.85,7.85,8.04,7.95,7.95,2,2.05,2.05,4,1,"Onder 16","2006-05"
"330",1940,170.5,128.5,87.1,61,NA,24,20,15,59,64,66,130,20,28,48,38,39,77,1.98,2,1.98,3.38,3.44,3.38,4.75,4.83,4.75,9.09,9.14,9.09,9.05,9.01,9.01,1.85,1.91,1.91,4,1,"Onder 16","2006-05"
"331",1941,169,129,87.6,56.4,NA,13,9,12,34,64,68,132,28,32,60,37,40,77,2.1,2.1,2.1,3.46,3.47,3.46,4.8,4.8,4.8,8.5,8.66,8.5,8.56,8.35,8.35,1.75,1.77,1.77,4,1,"Onder 16","2006-05"
"332",1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"Onder 16","2006-05"
"333",2262,172,131,88.4,53.2,NA,24,24,20,68,56,54,110,33,35,68,43,38,81,1.93,1.92,1.92,3.37,3.38,3.37,4.81,4.76,4.76,8.28,8.2,8.2,8.51,8.43,8.43,2.16,2.08,2.16,4,1,"Onder 16","2006-05"
"334",2263,177.5,135.5,92.9,65.5,NA,24,24,20,68,64,62,126,37,29,66,56,52,108,1.93,1.78,1.78,3.3,3.14,3.14,4.9,4.41,4.41,8.32,8.26,8.26,8.5,8.24,8.24,2.28,2.21,2.28,4,1,"Onder 16","2006-05"
"335",2264,167,131,88.4,55.6,NA,24,24,24,72,68,64,132,35,36,71,56,65,121,1.82,1.83,1.82,3.09,3.12,3.09,4.34,4.35,4.34,7.79,7.7,7.7,7.65,7.72,7.65,2.3,2.28,2.3,4,1,"Onder 16","2006-05"
"336",283,178.5,138,93,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"Onder 16","2006-06"
"337",1664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"Onder 16","2006-06"
"338",1665,177,129.1,89.2,64.1,NA,24,22,19,65,48,48,96,28,26,54,32,38,70,2.03,2.06,2.03,3.49,3.56,3.49,4.91,5.05,4.91,8.77,8.77,8.77,8.92,8.31,8.31,1.88,1.94,1.94,4,1,"Onder 16","2006-06"
"339",1796,190.5,143.9,101.8,72,NA,24,23,13,60,57,60,117,26,30,56,28,45,73,1.93,1.86,1.86,3.33,3.26,3.26,4.68,4.57,4.57,8.07,8.36,8.07,8.39,8.54,8.39,2.16,2.19,2.19,4,1,"Onder 16","2006-06"
"340",1939,188,133,91.6,71.6,NA,22,24,14,60,58,62,120,22,24,46,35,27,62,1.88,1.87,1.87,3.13,3.13,3.13,4.34,4.31,4.31,8.52,8.57,8.52,8.62,8.39,8.39,2.05,2.14,2.14,4,1,"Onder 16","2006-06"
"341",280,177.6,135.1,90.1,59.4,NA,24,18,17,59,53,56,109,29,32,61,28,35,63,1.97,1.81,1.81,3.32,3.16,3.16,4.67,4.48,4.48,9.32,9.54,9.32,9.08,9.03,9.03,2.05,2.08,2.08,4,1,"Onder 16","2006-07"
"342",281,173.6,136.2,91.2,64.3,NA,22,20,13,55,52,44,96,17,24,41,32,36,68,1.99,1.96,1.96,3.36,3.35,3.35,4.72,4.69,4.69,8.71,8.61,8.61,8.74,8.48,8.48,1.88,1.96,1.96,4,1,"Onder 16","2006-07"
"343",282,NA,NA,NA,NA,NA,24,24,17,65,58,52,110,31,29,60,35,41,76,2.03,2.1,2.03,3.39,3.53,3.39,4.66,4.87,4.66,9.05,8.73,8.73,8.96,8.78,8.78,1.83,1.92,1.92,4,1,"Onder 16","2006-07"
"344",1662,179.5,134.4,94.5,64,NA,24,22,21,67,52,52,104,31,34,65,30,32,62,1.88,1.83,1.83,3.13,3.09,3.09,4.35,4.31,4.31,7.91,7.87,7.87,7.99,7.78,7.78,2.23,2.22,2.23,4,1,"Onder 16","2006-07"
"345",1663,174.6,126,86.1,61.4,NA,24,16,13,53,51,52,103,27,28,55,28,34,62,2.08,1.93,1.93,3.4,3.27,3.27,4.72,4.58,4.58,8.99,9.22,8.99,8.56,8.53,8.53,1.93,1.92,1.93,4,1,"Onder 16","2006-07"
"346",1938,177,131,89.6,51.3,NA,24,19,24,67,56,55,111,26,27,53,30,32,62,1.82,1.84,1.82,3.17,3.2,3.17,4.43,4.49,4.43,8.21,8.19,8.19,8.33,8.54,8.33,1.89,2.06,2.06,4,1,"Onder 16","2006-07"
"347",2261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"Onder 16","2006-07"
"348",279,174,133.6,88.6,54.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"Onder 16","2006-08"
"349",1659,169.1,131.4,91.5,56.2,NA,24,23,13,60,54,58,112,27,30,57,32,28,60,1.99,2.01,1.99,3.3,3.33,3.3,4.55,4.59,4.55,8.49,8.88,8.49,8.51,8.77,8.51,1.87,1.87,1.87,4,1,"Onder 16","2006-08"
"350",1660,180.4,135.1,95.2,67.3,NA,24,11,9,44,50,48,98,23,26,49,16,28,44,1.95,1.96,1.95,3.29,3.28,3.28,4.59,4.58,4.58,8.52,8.23,8.23,8.9,8.44,8.44,1.77,1.75,1.77,4,1,"Onder 16","2006-08"
"351",1661,179.1,130.7,90.8,64.1,NA,24,24,13,61,56,51,107,28,35,63,28,30,58,1.86,1.85,1.85,3.19,3.16,3.16,4.49,4.45,4.45,8.06,8.09,8.06,7.95,7.99,7.95,2,2.05,2.05,4,1,"Onder 16","2006-08"
"352",1794,183,140.1,98,69,NA,12,9,5,26,48,52,100,34,39,73,29,34,63,1.76,1.89,1.76,3.06,3.16,3.06,4.29,4.38,4.29,8.12,8.21,8.12,8.19,8.08,8.08,2.26,2.33,2.33,4,1,"Onder 16","2006-08"
"353",1795,184.3,138.5,96.4,70.3,NA,NA,NA,NA,NA,48,52,100,32,38,70,31,38,69,2.02,2.01,2.01,3.33,3.31,3.31,4.58,4.54,4.54,8.22,8.37,8.22,8.11,8.27,8.11,2.04,2.09,2.09,4,1,"Onder 16","2006-08"
"354",1937,178,134,92.6,73.3,NA,24,15,17,56,60,52,112,26,31,57,28,29,57,1.89,1.75,1.75,3.14,2.98,2.98,4.31,4.14,4.14,8.22,8.04,8.04,8.16,7.99,7.99,2.46,2.49,2.49,4,1,"Onder 16","2006-08"
"355",277,174.9,136.9,91.9,54.8,NA,24,14,7,45,44,50,94,29,34,63,33,32,65,1.97,1.97,1.97,3.32,3.34,3.32,4.59,4.64,4.59,8.23,8.23,8.23,8.36,8.3,8.3,2.15,2.05,2.15,4,1,"Onder 16","2006-09"
"356",278,166.4,129.4,84.4,51.1,NA,20,24,12,56,45,52,97,28,33,61,25,27,52,2.06,2.04,2.04,3.53,3.48,3.48,4.99,4.96,4.96,8.86,8.74,8.74,8.69,8.72,8.69,1.67,1.67,1.67,4,1,"Onder 16","2006-09"
"357",1658,182,132.1,92.2,63.9,NA,24,19,3,46,50,50,100,24,30,54,26,22,48,2.01,1.88,1.88,3.28,3.17,3.17,4.53,4.39,4.39,8.08,8.09,8.08,8.17,8.02,8.02,2.12,2.26,2.26,4,1,"Onder 16","2006-09"
"358",1793,168.6,129.2,87.1,57.6,NA,24,22,17,63,64,65,129,26,32,58,41,39,80,1.85,1.93,1.85,3.09,3.25,3.09,4.31,4.48,4.31,7.87,7.81,7.81,7.87,7.78,7.78,2.09,2.09,2.09,4,1,"Onder 16","2006-09"
"359",1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"Onder 16","2006-09"
"360",2260,167,128,85.4,58.1,NA,24,24,23,71,64,60,124,39,35,74,58,54,112,1.87,NA,1.87,3.19,NA,3.19,4.46,NA,4.46,NA,NA,NA,NA,NA,NA,2.2,2.13,2.2,4,1,"Onder 16","2006-09"
"361",276,NA,NA,NA,NA,NA,16,7,6,29,52,56,108,26,30,56,32,33,65,2.02,2.01,2.01,3.32,3.3,3.3,4.55,4.51,4.51,8.94,8.86,8.86,9,8.82,8.82,2.12,2.17,2.17,4,1,"Onder 16","2006-11"
"362",1792,170.4,130.2,88.1,59.7,NA,24,19,10,53,58,59,117,28,28,56,32,33,65,1.93,1.86,1.86,3.25,3.15,3.15,4.5,4.39,4.39,8.24,8.11,8.11,8.29,8.18,8.18,1.88,1.97,1.97,4,1,"Onder 16","2006-11"
"363",1934,179,135,93.6,71.2,NA,24,15,9,48,60,62,122,26,30,56,29,32,61,1.75,1.76,1.75,2.95,2.93,2.93,4.11,4.09,4.09,7.75,7.8,7.75,7.94,8.02,7.94,2.02,2.01,2.02,4,1,"Onder 16","2006-11"
"364",1935,166,130.5,89.1,61.7,NA,15,12,12,39,62,62,124,24,30,54,30,24,54,1.9,1.88,1.88,3.24,3.19,3.19,4.5,4.47,4.47,8.14,8.18,8.14,8.6,8.37,8.37,2.06,2.13,2.13,4,1,"Onder 16","2006-11"
"365",2259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"Onder 16","2006-11"
"366",2258,159.5,122,79.4,49.6,NA,24,24,22,70,68,67,135,31,37,68,57,50,107,1.89,1.91,1.89,3.31,3.35,3.31,4.6,4.71,4.6,8.06,8.2,8.06,8.36,8.32,8.32,2.07,2.03,2.07,3,1,"Onder 15","2006-12"
"367",272,165.4,127.9,82.9,49.1,NA,24,24,13,61,55,50,105,32,36,68,19,39,58,1.93,1.85,1.85,3.29,3.21,3.21,4.64,4.52,4.52,8.49,8.55,8.49,8.82,8.74,8.74,2.09,2.1,2.1,3,1,"Onder 15","2007-01"
"368",273,163.2,125.4,80.4,53.7,NA,24,24,3,51,57,55,112,33,34,67,28,29,57,1.98,1.98,1.98,3.33,3.32,3.32,4.65,4.63,4.63,8.19,8.38,8.19,8.54,8.28,8.28,2.04,2.02,2.04,3,1,"Onder 15","2007-01"
"369",274,177.2,134.4,89.4,62.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-01"
"370",275,168.2,129.6,84.6,49.7,NA,24,24,21,69,64,66,130,32,38,70,40,40,80,1.94,1.95,1.94,3.37,3.36,3.36,4.79,4.79,4.79,8.83,8.95,8.83,8.82,8.78,8.78,1.83,1.87,1.87,3,1,"Onder 15","2007-01"
"371",1653,164.6,124.3,84.4,55.2,NA,24,20,17,61,60,60,120,28,32,60,28,28,56,2.15,2.11,2.11,3.55,3.5,3.5,4.89,4.85,4.85,9.14,8.64,8.64,8.7,8.63,8.63,1.91,2.05,2.05,3,1,"Onder 15","2007-01"
"372",1654,173.2,132,92.1,53.9,NA,24,23,14,61,60,58,118,33,36,69,22,28,50,1.78,2.01,1.78,3.06,3.28,3.06,4.27,4.49,4.27,7.9,7.95,7.9,7.94,7.96,7.94,1.96,2.03,2.03,3,1,"Onder 15","2007-01"
"373",1655,175.5,128.8,88.9,68.4,NA,21,10,15,46,52,52,104,30,23,53,36,34,70,1.86,2.02,1.86,3.15,3.33,3.15,4.41,4.64,4.41,8.5,8.62,8.5,8.21,8.29,8.21,2.12,2.18,2.18,3,1,"Onder 15","2007-01"
"374",1656,183.3,132,92.1,62.3,NA,17,13,4,34,50,50,100,27,27,54,22,28,50,1.89,1.88,1.88,3.27,3.29,3.27,4.56,4.59,4.56,8.64,8.54,8.54,8.35,8.32,8.32,1.91,1.87,1.91,3,1,"Onder 15","2007-01"
"375",1657,168.4,125.4,85.5,57.3,NA,24,24,24,72,54,54,108,33,39,72,28,36,64,1.98,2.02,1.98,3.31,3.39,3.31,4.58,4.68,4.58,8.47,8.36,8.36,8.42,8.35,8.35,2.05,2.12,2.12,3,1,"Onder 15","2007-01"
"376",1788,172.5,131.5,89.4,55.9,NA,24,24,18,66,52,56,108,32,34,66,28,31,59,1.89,2,1.89,3.29,3.31,3.29,4.56,4.66,4.56,8.16,8.08,8.08,8.2,8.14,8.14,2.05,2.02,2.05,3,1,"Onder 15","2007-01"
"377",1789,166.9,129,86.9,54.1,NA,24,24,24,72,50,54,104,28,38,66,32,34,66,1.89,1.89,1.89,3.28,3.28,3.28,4.61,4.65,4.61,8.12,8.15,8.12,8.25,8.28,8.25,1.98,2.03,2.03,3,1,"Onder 15","2007-01"
"378",1790,157.2,123.8,81.7,45.8,NA,24,15,15,54,54,50,104,28,33,61,NA,NA,NA,1.98,2.01,1.98,3.36,3.4,3.36,4.78,4.77,4.77,8.65,8.47,8.47,8.59,8.52,8.52,1.67,1.78,1.78,3,1,"Onder 15","2007-01"
"379",1791,165,129.3,87.2,48.1,NA,24,24,15,63,54,54,108,NA,NA,NA,31,32,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-01"
"380",1933,176.5,133.5,92.1,73.2,NA,24,24,21,69,65,64,129,42,44,86,33,32,65,1.9,1.72,1.72,3.19,3,3,4.4,4.19,4.19,7.94,7.73,7.73,7.8,7.85,7.8,2.74,2.72,2.74,4,1,"Onder 16","2007-01"
"381",2256,160,122,79.4,50.5,NA,24,24,24,72,56,57,113,28,31,59,39,44,83,2.03,1.99,1.99,3.58,3.62,3.58,5.03,5.08,5.03,8.92,8.94,8.92,9.06,8.75,8.75,1.96,1.99,1.99,3,1,"Onder 15","2007-01"
"382",2257,162.5,123,80.4,53,NA,23,22,19,64,61,62,123,30,35,65,40,49,89,1.89,1.79,1.79,3.31,3.12,3.12,4.64,4.39,4.39,8.21,8,8,8.24,8.18,8.18,2.13,2.28,2.28,3,1,"Onder 15","2007-01"
"383",270,171.9,134.2,89.2,53.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-02"
"384",271,183.9,136,91,67.4,NA,23,12,4,39,53,53,106,28,32,60,35,32,67,2.02,1.95,1.95,3.39,3.32,3.32,4.75,4.69,4.69,8.54,8.28,8.28,8.52,8.38,8.38,2.17,2.21,2.21,3,1,"Onder 15","2007-02"
"385",1786,171.1,130.7,88.6,58.7,NA,14,23,15,52,60,62,122,22,32,54,35,38,73,1.9,2.02,1.9,3.25,3.35,3.25,4.53,4.63,4.53,7.95,7.98,7.95,7.95,7.87,7.87,1.96,1.98,1.98,3,1,"Onder 15","2007-02"
"386",1787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-02"
"387",1923,173.2,128.9,87.5,66.1,NA,24,15,8,47,38,40,78,28,26,54,25,31,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-02"
"388",1924,169,128.6,87.2,54.8,NA,20,16,17,53,50,52,102,25,26,51,28,32,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-02"
"389",2254,169,131.5,88.9,60.4,NA,24,24,23,71,64,64,128,28,38,66,45,51,96,1.93,1.93,1.93,3.29,3.33,3.29,4.53,4.59,4.53,8.13,8.09,8.09,8.54,8.28,8.28,1.98,2.17,2.17,3,1,"Onder 15","2007-02"
"390",2255,178.5,136,93.4,69.2,NA,24,17,6,47,59,65,124,20,40,60,38,47,85,2.09,2.08,2.08,3.43,3.44,3.43,4.7,4.68,4.68,8.73,8.39,8.39,8.62,8.51,8.51,2.02,2.3,2.3,3,1,"Onder 15","2007-02"
"391",1783,165.6,129,86.9,51.8,NA,24,24,15,63,48,56,104,31,33,64,29,31,60,1.92,1.9,1.9,3.29,3.26,3.26,4.59,4.53,4.53,8.1,8.05,8.05,8.08,8.03,8.03,2.02,2.07,2.07,3,1,"Onder 15","2007-03"
"392",1784,154,125.2,83.1,41.3,NA,24,24,22,70,51,50,101,28,30,58,34,36,70,1.98,1.96,1.96,3.4,3.38,3.38,4.75,4.74,4.74,8.28,8.12,8.12,8.43,8.17,8.17,2,1.9,2,3,1,"Onder 15","2007-03"
"393",1785,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-03"
"394",1921,163,125.2,83.8,54.3,NA,24,22,18,64,49,50,99,28,34,62,35,40,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.54,8.54,8.54,8.42,8.4,8.4,2.27,2.28,2.28,3,1,"Onder 15","2007-03"
"395",1922,156.6,120,78.6,45.9,NA,24,19,13,56,NA,NA,NA,30,32,62,28,28,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-03"
"396",2249,172,128,85.4,NA,NA,24,22,19,65,65,66,131,32,42,74,57,59,116,1.9,1.92,1.9,3.26,3.29,3.26,4.5,4.51,4.5,7.65,7.74,7.65,7.9,8.25,7.9,2.26,2.22,2.26,3,1,"Onder 15","2007-03"
